TIPLOC,NAME,EASTING,NORTHING
DONC269,DONCASTER SIG D269,457132,402842
DONC275,DONCASTER SIG D275,457099,402689
DONC276,DONCASTER SIG D276,457109,403150
DONC281,DONCASTER SIGNAL D281,457124,403708
DONC298,DONCASTER SIG D298,457129,403348
DONC308,DONCASTER SIG D308,457124,403708
DONC866,DONCASTER SIG D866,459543,420827
DONCBDY,BELMONT DOWN YARD,458264,401141
DONCBJN,BRIDGE JN,457130,402351
DONCBRE,DONCASTER WORKS WABTEC,457032,403371
DONCDCE,DONCASTER D.C.E SDGS.,457213,403926
DONCDDF,DONCASTER DOWN DECOY FLHH,459224,400793
DONCDDG,DONCASTER DOWN DECOY GBRF,459217,400796
DONCDDY,DONCASTER DOWN DECOY,459220,400795
DONCDFL,DONCASTER DOWN DECOY FLF,458661,401063
DONCDNJ,DECOY NTH JN,458759,400969
DONCDRP,DONCASTER DOWN DECOY RP GB,459456,400563
DONCDSJ,DONCASTER DECOY SOUTH JCN,459456,400563
DONCECD,DONCASTER ECD POWERTRACK,456578,402256
DONCEP,DONCASTER EUROPORT,458007,401586
DONCEWS,DONCASTER FREIGHT DEPT EWS,458007,401586
DONCHJN,HEXTHORPE JN,454852,401205
DONCHRS,HEXTHORPE R.S.,456596,402338
DONCLCJ,LOVERSALL CARR JN,461574,399003
DONCLIP,DONCASTER L.I.P.,457624,401667
DONCMDF,FASTLINE MARSHGATE DEPOT,457124,403708
DONCMRD,DONCASTER MIDDLE ROAD,457102,403235
DONCMRG,DONC. MARSHGATE JN.,457124,403708
DONCPCJ,POTTERIC CARR JN.,458846,400977
DONCPS,DONCASTER PAPER SDGS,457573,401720
DONCPWD,DONCASTER P WAY DEPOT,457573,401720
DONCRMT,DONCASTER ROYAL MAIL TERML,459050,400823
DONCRPA,DONCASTER RAILPT SPINE RD,457907,401502
DONCRPF,DONCASTER EPT (F'LINERS),458075,401356
DONCRPG,DONCASTER RAILPORT (GBRF),458078,401355
DONCRPR,DONCASTER RAILPORT,458082,401352
DONCRSG,DONCASTER ROBERT RDS SHED,459050,400823
DONCSCJ,ST.CATHERINES JN.,459426,399524
DONCSJJ,ST JAMES JN,457074,402685
DONCSNY,DONCASTER SNOWYS YARD DBS,458797,401051
DONCSTS,DONCASTER C.H.S.,457132,402842
DONCSWY,DONCASTER SIG D1490,457101,403529
DONCUDF,DONCASTER UP DECOY F'LINER,458231,401235
DONCUDY,DONCASTER UP DECOY,458301,401209
GLAZBRK,GLAZEBROOK,369544,392491
GLAZBTP,GLAZEBROOK B.T.P.,371633,392128
GLBRDYK,GILBERDYKE,483743,428697
GLCARON,GLENCARRON,206293,850803
GLDL,GLEN DOUGLAS,227550,699912
GLDLMOD,GLEN DOUGLAS M.O.D.,227823,699920
GLDTHRP,GOLDTHORPE,445637,404332
GLFALCH,GLEN FALLOCH,231673,720263
GLFCHFR,GILFACH FARGOED,315243,199088
GLFIELD,GOLLANFIELD,281173,853224
GLGC,GLASGOW CENTRAL,258753,665138
GLGC227,OUT OF USE,258753,665138
GLGCBSJ,GLASGOW BRIDGE STREET JN,258590,664305
GLGCES,GLASGOW CENTRAL ENGINE SDG,258629,664498
GLGCHS,OUT OF USE,258629,664498
GLGCLL,GLASGOW CENTRAL,258741,665118
GLGCN2L,GLASGOW CENTRAL NO. 2 SDG,258629,664498
GLGCN6L,OUT OF USE,258629,664498
GLGCN7L,OUT OF USE,258629,664498
GLGH140,HIGH STREET SIG 140,259904,665168
GLGH141,HIGH STREET SIG 141,259904,665168
GLGH795,HIGH STREET SIG YF795,259904,665168
GLGHSJN,HIGH ST JN,260435,664962
GLGHST,HIGH STREET,259904,665168
GLGN,GLENGARNOCK,232162,652748
GLGN183,GLENGARNOCK SIG PG183,233499,654614
GLGN185,GLENGARNOCK SIG PG185,232612,653128
GLGNUGL,GLENGARNOCK U.G.L.,232342,652911
GLGQHL,GLASGOW QUEEN STREET,259219,665622
GLGQLL,GLASGOW QUEEN STREET,259231,665538
GLGSLYE,SMITHY LYE,257893,663992
GLGWWKS,GLASGOW WORKS,260514,666629
GLHM,GILLINGHAM (DORSET),381005,126112
GLHM23,GILLINGHAM (DORSET) SIG 23,380700,125970
GLHM677,GILLINGHAM SIGNAL NO.4677,381005,126112
GLHM680,GILLINGHAM SIGNAL 4680,381005,126112
GLHMCE,GILLINGHAM (DORSET) CE,380893,126043
GLNCNWY,GLAN CONWY,280210,376117
GLNEGLS,GLENEAGLES,292902,710486
GLNFCE,GLENFINNAN C.E.,189944,780939
GLNFNNN,GLENFINNAN,189878,780980
GLNG26,GILLINGHAM (KENT) SIG 26,233529,654648
GLNGBTH,BEITH,233529,654648
GLNGCSD,GILLINGHAM C.S.D.,578223,168364
GLNGDEP,GILLINGHAM E.M.U.D.,578223,168364
GLNGDNS,GILLINGHAM DOWN SIDINGS,577872,168461
GLNGHMK,GILLINGHAM (KENT),577588,168393
GLNGLCS,GILLINGHAM EWS SIDINGS,577856,168458
GLNGMUS,GILLINGHAM UP SDGS,578223,168364
LBGHJN,LOUGHBOROUGH JN,531930,175818
LBRF,LITTLE BARFORD MONIER,518414,256958
LBRFIBS,TEMPSFORD IBS,518414,256958
LBRFTMP,TEMPSFORD,518028,254152
LBRIGG,LAMBRIGG,356947,495810
LCEILOB,LOCH EIL OUTWARD BOUND,205417,778318
LCHABUI,LEACHABHUIDH,185374,781380
LCHALRT,LOCHAILORT,176900,782643
LCHC,LICHFIELD CITY,411942,309196
LCHCCS,LICHFIELD CITY C.S.,412066,309275
LCHCHAM,HAMMERWICH,406501,307494
LCHESDE,LOCHEILSIDE,199481,778665
LCHGLLY,LOCHGELLY,318474,694358
LCHLCHR,LOCHLUICHART,232328,862561
LCHT131,LICHFIELD SIGNAL 1310,413484,310030
LCHT259,LICHFIELD TV SIG LS4259,413484,310030
LCHT303,LICHFIELD TV SIG LS1303,413484,310030
LCHT306,LICHFIELD SIG LS1306,413484,310030
LCHT308,LICHFIELD SIG LS1308,413484,310030
LCHTCE,LICHFIELD TV C E SIDINGS,413263,310282
LCHTCUR,CURBOROUGH JN,413263,310282
LCHTFIN,FINE LANE L.C.,416551,312812
LCHTHAD,HADEMORE CROSSING,417488,308138
LCHTNJ,LICHFIELD NORTH JN (LL),413484,310030
LCHTPDC,LICHFIELD TV LL PDC,413484,310030
LCHTTVH,LICHFIELD TRENT VALLEY HL,413603,309948
LCHTTVJ,LICHFIELD T.V. JN.,413867,310011
LCHTTVL,LICHFIELD TRENT VALLEY LL,413601,309943
LCHW171,LOCHWINNOCH SIG PE171,236655,658724
LCHWNCH,LOCHWINNOCH,236057,657942
LCKRBIE,LOCKERBIE,313757,581755
LCKRDPL,LOCKERBIE DOWN LOOP,313795,581527
LCKRDS,LOCKERBIE DOWN SIDINGS,313791,581515
LCKRUPL,LOCKERBIE UP LOOP,313779,581679
LCKRUPS,LOCKERBIE UP SIDINGS,313779,581679
LCKWBGF,LECKWITH BRIDGE GRND FRAME,316663,176047
LCKWLOP,LECKWITH LOOP,316314,176153
LCKWSTJ,LECKWITH SOUTH JN,316544,176023
LCKWTHJ,LECKWITH NORTH JN,316130,176288
LDBRKJ,LADBROKE GROVE,523807,182180
LDBURY,LEDBURY,370911,238623
LDLNGTN,LIDLINGTON,498968,239137
LDYBURN,LADYBURN T.C.,230095,675144
LDYW,LADYWELL,537717,174863
LDYWJN,LADYWELL JUNCTION,537717,174863
LEAGRVE,LEAGRAVE,506140,224110
LEAGRVJ,LEAGRAVE JN,505580,224636
LEAGSAN,SANDON (BEDS),503479,227407
LEAGSDG,LEAGRAVE TAMPER SDG,394688,329242
HLYMARS,HEALEY MILLS YD MARSHALLS,427766,418512
HLYMBJN,HEALEY MILLS B JN,427907,418433
HLYMLS,HEALEY MILLS S.S.,427803,418561
HLYMTMD,HEALEY MILLS T.M.D.,427688,418773
HLYW,HOLYWOOD,295373,581397
HMARFHH,HIGH MARNHAM (FLHH),479205,370920
HMARNHM,HIGH MARNHAM POWERGEN,479197,370915
HMBLE,HAMBLE,447323,108187
HMPDNPK,HAMPDEN PARK,560758,102072
HMPHRYP,HUMPHREY PARK,378353,395110
HMPSTDH,HAMPSTEAD HEATH,527308,185649
HMPTNIA,HAMPTON-IN-ARDEN,420537,281195
HMSHBRF,HAMS HALL GBRF,420416,291057
HMSHCOL,HAMS HALL NDP COLAS,420420,291057
HMSHCRI,HAMS HALL CRIPPLE SIDING,420420,291057
HMSHEP2,HAMS HALL NAT DIST PK EP2,420427,291057
HMSHEWC,HAMS HALL CRIPPLE SDG EWS,420424,291057
HMSHEWT,HAMS HALL MAIN TERM (EWS),420427,291057
HMSHNDP,HAMS HALL NAT DIST PARK,420412,291057
HMSHPAR,HAMS HALL PARSEC,420409,291057
HMSHREC,HAMS HALL RECEPTION LINE,420406,291058
HMST,HAM STREET,600101,133776
HMTNJ,HILLMORTON JN,452757,274965
HMWTBCI,HAMWORTHY B.C.I,401045,90034
HMWTHY,HAMWORTHY,398728,91730
HMWTTC,HAMWORTHY T.C.,400264,90132
HNCHLYW,HINCHLEY WOOD,515593,165311
HNDFRTH,HANDFORTH,385853,383257
HNDL,HINDLOW,408624,369228
HNDLFHH,DOWLOW HINDLOW (FHH),410002,368000
HNDLGBR,DOWLOW HINDLOW GBRF,408046,369502
HNDLGF1,HINDLOW GF NO.1,408046,369502
HNDNSDG,HENDON NO 1 SIDING,441041,555168
HNDS604,HANDSWORTH SHUNT SIG 604,402507,289734
HNDSCMT,HANDSWORTH EURO METALS,403285,289317
HNDSCS,HANDSWORTH CEMENT SDGS,403892,289174
HNDSHWT,THE HAWTHORNS,402507,289734
HNDSQHA,HANDSWORTH QUEENS HEAD AFL,402507,289734
HNDSQHD,HANDSWORTH QUEENS HEAD SDG,402507,289734
HNDSQHG,HANDSWORTH QNS HEAD (GBRF),402507,289734
HNGT,HARRINGTON,298990,525397
HNLYOT,HENLEY-ON-THAMES,476426,182239
HNSL487,HUNSLET STN JN SIG 4487,430732,431396
HNSLFHH,HUNSLET YARD (FLHH),431706,432353
HNSLMID,MIDDLETON LIGHT RAILWAY,430969,431137
HNSLSOJ,HUNSLET SOUTH JN,431584,430827
HNSLSS,HUNSLET S.S.,431343,430925
HNSLTE,HUNSLET EAST T.C.,431709,432350
DONCVIR,DONCASTER WOOD YD VIRTUAL,457804,401550
DONCWCS,DONCASTER WORKS CARR SHOPS,457033,402881
DONCWDY,DONCASTER WOOD YARD,457573,401720
DONCWFL,DONCASTER WORKS (FLHH),456995,403308
DONCWL2,DONCASTER WORKS LOCO NO2,457032,403371
DONCWLS,DONCASTER WORKS LOCO SHOPS,457032,403371
DONCWRL,DONCASTER WEST RECEPTION,456995,403308
DONCWWS,DONCASTER WORKS WAGN SHOPS,457032,403371
DONCWY,DONCASTER WEST YARD,457062,403141
DORE,DORE & TOTLEY,432377,381285
DORESJ,DORE SOUTH JN,432579,380804
DORESNJ,DORE STATION JN,432657,381955
DOREWJ,DORE WEST JN,432167,380830
DORIDCE,DORRIDGE C.E. SGDS,417334,274503
DORIDGE,DORRIDGE,416946,274863
DORIUPL,DORRIDGE UP PASSENGER LOOP,416741,275177
DORK33,DORKING SIG CBK33,517107,150414
DORK35,DORKING SIG CBK35,517107,150414
DORKDSG,DORKING DOWN SIDING,517107,150414
DORKING,DORKING,517107,150414
DORMANS,DORMANS,539670,141550
DORNGTN,DORRINGTON,347930,303415
DOVE621,DOVER SIGNAL YE 621,631346,141511
DOVE623,DOVER SIGNAL YE 623,631346,141511
DOVERP,DOVER PRIORY,631346,141511
DOVERPS,DOVER PRIORY SIDINGS,631200,141495
DOVRCRT,DOVERCOURT,625602,231786
DOVYDPL,DOVEY JUNCTION DOWN LOOP,269699,298066
DOVYJN,DOVEY JUNCTION,269699,298066
DOWNHAM,DOWNHAM MARKET,560302,303334
DOWNHMR,DOWNHAM MARKET RECP.,560324,303540
DRAXBJ,DRAX BRANCH JUNCTION,460619,422592
DRAXCEG,DRAX POWER STATION,466094,426440
DRAXEWS,DRAX PFA LOADING PT (EWS),466101,426435
DRAXFHH,DRAX AES (FLHH),466098,426438
DRAXGBR,DRAX AES (GBRF),466091,426443
DRAXGYP,DRAX GYPSUM LOADING POINT,466091,426443
DRAYGJN,DRAYTON GREEN JUNCTION,515980,180960
DRAYGRN,DRAYTON GREEN,515962,181037
DRBY,DERBY,436249,335454
DRBYALL,DERBY ADTRANZ LITCHURCH LN,436306,334962
DRBYCHC,CHADDESDEN CURVE,436812,336038
DRBYCHF,CHADDESDON SDGS FASTLINE,436812,336038
DRBYCHS,CHADDESDEN SDGS,437075,335415
DRBYEL,DERBY ST ANDREWS ECONOMAC,436204,334858
DRBYEPS,ETCHES PARK SDGS,436425,335159
DRBYFRG,DERBY R.T.C. (FRAGONSET),436555,334926
DRBYHS,DERBY H.S.,436460,335133
GLNGRCE,GLENGARNOCK C.E.,232222,652872
GLNGREC,GILLINGHAM RECEPTION ROAD,577860,168453
GLNR556,GLENROTHES SIG ET556,329078,697208
GLNR558,GLENROTHES SIG ET558,329078,697208
GLNR867,GLENROTHES SIGNAL ET867,329078,697208
GLNRTHS,GLENROTHES WITH THORNTON,329111,697212
GLNWHCE,GLENWHILLY C.E.,217130,571121
GLNWHLY,GLENWHILLY,217076,571031
GLOS156,GLOUCESTER SIG. G156,384688,217818
GLOS239,GLOUCESTER SIG. G239,384688,217818
GLOS256,GLOUCESTER SIG. G256,384688,217818
GLOS339,GLOUCESTER SIG. G339,384846,218008
GLOS356,GLOUCESTER SIG. G356,384654,217737
GLOS423,GLOUCESTER SIGNAL 423,381542,219491
GLOSCHS,GLOUCESTER CARRIAGE SDGS,381542,219491
GLOSLIP,GLOUCESTER L.I.P.,383569,218746
GLOSOVR,GLOUCESTER OVER JN,381542,219491
GLOSS31,GLOUCESTER SIG. G31,382994,219131
GLOSTER,GLOUCESTER,383615,218644
GLOSTHR,GLOUCESTER HORTON ROAD,381542,219491
GLOSTNY,GLOUCESTER N.Y.,384688,217818
GLOSTOY,GLOUCESTER OLD YARD,384010,218447
GLOSTUF,TUFFLEY JUNCTION,383274,215884
GLOSTYJ,GLOUCESTER YARD JN,384398,217339
GLSP,GLOSSOP,403451,394208
GLYNDE,GLYNDE,545798,108664
GNBAEWS,GOONBARROW JUNCTION EWS,202480,58826
GNBARWJ,GOONBARROW JN,202486,58823
GNFTCE,GREENFOOT C.E.,273107,669493
GNFTGL,GREENFOOT G.L.,273024,669375
GNFTSB,GREENFOOT,273107,669493
GNHL347,GREENHILL SIGNAL GJ347,284400,679674
GNHL360,GREENHILL JN SIG GJ 360,284400,679674
GNHL427,GREENHILL SIGNAL GJ427,282329,679124
GNHLDGL,GREENHILL UPPER D.G.L.,281652,678672
GNHLLJN,GREENHILL LOWER JN,282329,679124
GNHLUCE,GREENHILL UPPER C.E.,281669,678667
GNHLUGL,GREENHILL UPPER U.G.L.,281549,678651
GNHLUJN,GREENHILL UPPER JN,281549,678651
GNHT,GREENHITHE FOR BLUEWATER,558497,174857
GNLN,GREEN LANE,332507,387841
GNRS51,GUNNERSBURY SIGNAL GB51,519819,178350
GNRSBRY,GUNNERSBURY,519819,178350
GNTN,GRANGETOWN,317555,174860
GNWH,GREENWICH,537924,177339
GOBOCCD,GOBOWEN C.C.D.,330356,333327
GOBORRS,GOBOWEN RUN ROUND/CE SDGS,330464,333156
LEAHALL,LEA HALL,414619,286980
LEAJ,LEA JUNCTION,537667,184575
LEAJ286,LEA JUNCTION LOOP SIG 1286,537667,184575
LEALHLM,LEALHOLM,476229,507867
LEASOWE,LEASOWE,326980,390702
LEDB426,LEDBURN SIGNAL TK1426,491452,221851
LEDB428,LEDBURN SIGNAL TK1428,491452,221851
LEDB433,LEDBURN SIGNAL TK1433,491452,221851
LEDBRNJ,LEDBURN JN,491452,221851
LEDBSH,STOKE HAMMOND,488089,228906
LEED190,LEEDS SIG L190,431731,433209
LEED421,LEEDS SIG L4421,429300,432975
LEED613,LEEDS SIG L3613,429300,432975
LEED615,LEEDS SIG L3615,429300,432975
LEED629,LEEDS SIG L3629,429329,432964
LEED631,LEEDS SIG L3631,429300,432975
LEED694,LEEDS SIG L3694,430219,433271
LEED774,LEEDS SIG L774,429300,432975
LEED928,LEEDS SIG L928,429300,432975
LEED929,LEEDS SIG L929,429300,432975
LEEDBFD,LEEDS BALM ROAD F.D.,431291,431043
LEEDFHH,LEEDS BALM RD LOCO (FHH),431294,431040
LEEDFLT,LEEDS F.L.T.,432214,430471
LEEDMWL,LEEDS MIDLAND RD WHL LATHE,429300,432975
LEEDRMC,LEEDS STOURTON RMC,431902,430657
LEEDS,LEEDS,430056,433265
LEEDSEJ,LEEDS EAST JN.,430219,433271
LEEDSWJ,LEEDS WEST JUNCTION,429364,433010
LEEE,LEE,540059,174225
LEEELPJ,LEE LOOP JUNCTION,540059,174225
LEEESPR,LEE SPUR,539528,174283
LEESPRJ,LEE SPUR JN,539310,173975
LEGR,LEA GREEN,351890,392444
LEIGHK,LEIGH (KENT),554638,146183
LEISTON,LEISTON,644075,262902
LEITBCC,LEITH DOCKS BLUE CIRCLE,327829,676758
LEITFPA,LEITH DOCKS F.P.A.,327977,676858
LEITGTX,LEITH DOCKS GATX,327943,676971
LEITHFH,LEITH STH FLINER/LAFARGE,328292,676199
LEITHS,LEITH SOUTH,328302,676181
LEITSAI,LEITH DOCKS SAI,328313,676157
LEITSSS,LEITH SOUTH STORAGE,327981,676232
LELANT,LELANT,154779,37224
LELANTS,LELANT SALTINGS,154404,36599
LENHAM,LENHAM,589131,151842
LENHAMX,LENHAM CROSSOVER (CTRL),589940,150367
LENHLP,LENHAM HEATH LOOP (CTRL),588939,151072
HNSLTIL,HUNSLET TILCON,431706,432353
HNSLTPL,HUNSLET TPL GBRF,431706,432353
HNSLTSJ,HUNSLET STATION JN,430732,431396
HNTL,HUNTLY,353533,839610
HNTLY,HUNTLY YARD,353530,839607
HNTNDSD,HUNTINGDON DOWN SIDINGS,523304,271927
HNTNGDN,HUNTINGDON,523259,271544
HNTNNJN,HUNTINGDON NORTH JN,523366,272231
HNTNP33,HUNTINGDON SIG P33,523221,271376
HNTNP38,HUNTINGON SIG P38,523221,271376
HNTNP40,HUNTINGDON SIG P40,523374,272314
HNTRDRS,HUNTERSTON LL DRS,220461,650738
HNTRFHH,HUNTERSTON HIGH LEVEL FHH,220399,651238
HNTRGBF,HUNTERSTON (GBRF),219758,652593
HNTRLFL,HUNTERSTON LL FHH,219969,653328
HNTRSCB,HUNTERSTON COAL BUNKER,220299,651826
HNTRSHL,HUNTERSTON H.L. EWS,220399,651233
HNTRSJN,HUNTERSTON JUNCTION,220472,650700
HNTRSLL,HUNTERSTON L.L. EWS,219967,653323
HNTRSOB,HUNTERSTON ORE BUNKER,219758,652593
HNTRSTN,HUNTERSTON,220461,650738
HOCK636,LIVERPOOL STREET SIG L636,584438,192718
HOCKLEY,HOCKLEY,584192,192787
HOLBFHH,HOLBECK LOCO SHED (FHH),429423,432413
HOLBJCN,HOLBECK JUNCTION,428533,432881
HOLBSDG,HOLBECK LOCO SIDINGS,429351,432471
HOLME,HOLME JN.,519826,287386
HOLTONH,HOLTON HEATH,394594,90207
HOLYTNJ,HOLYTOWN JN,276769,659213
HOLYTWN,HOLYTOWN,276428,659457
HOMRTON,HOMERTON,535808,184943
HONI2,HONITON SIGNAL NO H2,316612,100549
HONI21,HONITON SIGNAL H21,316612,100549
HONI803,HONITON SIG 4803,316435,100348
HONI808,HONITON SIGNAL 4808,316435,100348
HONICE,HONITON ISU (CE),316305,100267
HONITON,HONITON,316435,100348
HONLEY,HONLEY,414589,412440
HONROPK,HONOR OAK PARK,535938,174200
HONYBRN,HONEYBOURNE,411506,244813
HONYBTP,HONEYBOURNE CCE TIP,412498,244528
HONYBWJ,HONEYBOURNE WEST JN,411654,244770
HOOJ,HOO JUNCTION,569513,173659
HOOJ230,SIGNAL D 230,568864,173930
HOOJ502,HOO JUNCTION SIGNAL NK502,570140,173669
HOOJ611,HOO JUNCTION SIGNAL NK1611,570140,173669
HOOJ620,HOO JUNCTION SIGNAL NK1620,570140,173669
DRBYLNW,L.N.W. JN. DERBY,435816,333782
DRBYLRJ,DERBY LONDON RD JUNCTION,436245,335234
DRBYRAM,RAMS LINE HALT,436822,334790
DRBYRTC,DERBY R.T.C.(NETWORK RAIL),436822,334790
DRBYSMJ,ST. MARY'S JN,435858,336823
DRBYSNJ,DERBY STATION NORTH JN.,436173,335864
DRBYWW,DERBY WAY & WORKS SIDINGS,436682,334969
DRCHCE,DORCHESTER SOUTH ISU (CE),369477,90054
DRCHFHH,DORCHESTER SOUTH FLHH,369482,90054
DRCHJN,DORCHESTER JN,368953,89602
DRCHS,DORCHESTER SOUTH,369212,90042
DRCHW,DORCHESTER WEST,368852,90210
DRDAYSJ,DR DAY'S JN,360689,172954
DREM537,DREM SIG EF537,352040,679723
DREM821,DREM SIGNAL EF821,351906,679611
DREM822,DREM SIGNAL EF821,351906,679611
DREMDPL,DREM D.P.L.,351564,679515
DREMJ,DREM,351828,679591
DREMUPL,DREM U.P.L.,351581,679534
DRHM,DURHAM,427011,542834
DRHM357,DURHAM SIG.TY357,427471,543703
DRHM358,DURHAM SIG TY358,427286,543324
DRIFD54,DRIFFIELD GPL D54,502721,457321
DRIFILD,DRIFFIELD,502721,457321
DRIGBNF,DRIGG BNF,305963,499122
DRIGG,DRIGG,306306,498907
DRKGW,DORKING WEST,516067,149869
DRKLECJ,DRAKELOW EAST CURVE JN,424355,320406
DRKLFHH,DRAKELOW C POWERGEN (FHH),424507,320497
DRKLOCS,DRAKELOW C POWERGEN,424606,320520
DRKLWCJ,DRAKELOW WEST CURVE JN,424551,321003
DRLSTNJ,DARLASTON JN,399053,297115
DRMCHPL,DRUMCHAPEL,252382,670479
DRMFCHR,DRUMFROCHAR,226999,675490
DRMGLCH,DRUMGELLOCH,277818,665383
DRNGTOS,DURRINGTON-ON-SEA,512007,103192
DRNIKML,DRINNICK MILL,196004,55731
DRNSFDR,DURNSFORD ROAD STAFF HALT,525534,171966
DRONFLD,DRONFIELD,435462,378404
DRTN,DARTON,431162,410251
DRTW68,DROITWICH SIGNAL 68,389289,263366
DRTWCHS,DROITWICH SPA,389289,263366
DRTWUGL,DROITWICH UP GOODS LOOP,389289,263366
DRUMRY,DRUMRY,250987,670519
DRYP,DRAYTON PARK,531425,185494
DRYTON,DRAYTON,488904,104408
DTNG,DUNTON GREEN,551471,157502
DTTHS,Dentiths Sdgs,329676,369683
GOBOW6,GOBOWEN GROUND SIGNAL GN6,330372,333319
GOBOWEN,GOBOWEN,330372,333319
GODALBN,GULF OIL DEPOT ALBION,398439,290900
GODLEYE,GODLEY EAST,396797,394686
GODLY,GODLEY,396393,395059
GODMAYS,GOODMAYES,546489,187328
GODSLFS,GODSTONE TIP,534888,148529
GODSTON,GODSTONE,536204,148353
GOLBRNJ,GOLBORNE JN,360314,396358
GOLFSTR,GOLF STREET,355769,734219
GOLSKLC,KIRKTON L.C.,282521,899696
GOLSPIE,GOLSPIE,282521,899696
GOMSHAL,GOMSHALL,508840,147808
GOODCHS,GOODRINGTON C.H.S,289017,59862
GOODSND,GOODRINGTON SANDS,289017,59862
GOOLE,GOOLE,474414,423759
GOOLEDK,GOOLE DOCKS,474077,423266
GOOLEGW,GOOLE GLASSWORKS,473490,423103
GOOLES,GOOLE T.C.,473928,423294
GOOLESJ,ENGINE SHED JN GOOLE,472874,422440
GOOLLOP,GOOLE UP GOODS LOOP,474103,423523
GOOLPGJ,POTTERS GRANGE JN,473814,423318
GOOLUSS,GOOLE UP STATION SDG,474497,423807
GOOSTRY,GOOSTREY,378321,369571
GORASTR,GORING & STREATLEY,460239,180628
GORD201,GORDON HILL SIGNAL 201,532111,197364
GORDONH,GORDON HILL,531897,197744
GORG530,GORGIE BRANCH SIG EH530,322896,672706
GORGIEJ,GORGIE JN,322808,672184
GORNGBS,GORING-BY-SEA,510515,103184
GORTON,GORTON,388959,396922
GOSBLOT,BLOTOFT SIGNAL BOX,516824,337809
GOSBRTN,GOSBERTON S.B.,522237,330187
GOSP100,GOSPEL OAK SIG NL1000,528259,185686
GOSP306,GOSPEL OAK SIG NL 1306,528259,185686
GOSP500,GOSPEL OAK SIGNAL GO500,528259,185686
GOSPLOK,GOSPEL OAK,528259,185686
GOUROCK,GOUROCK,224344,677827
GOURSTN,GOUROCK STATION,224344,677827
GOVS,GRANGE-OVER-SANDS,341193,478144
GOVS4,GRANGE-OVER-SANDS SIGNAL 4,341193,478144
GOWERTN,GOWERTON,259258,196417
GOXHILL,GOXHILL,509904,421341
GRAIN,GRAIN,586655,175042
GRAINBP,GRAIN BP,586891,174878
GRAINEW,GRAIN THAMESPORT (EWS),586896,174674
GRAINFF,GRAIN THAMESPORT FF,586896,174669
GRAINFG,GRAIN FOSTER YEOMAN GBRF,587181,174658
LENHMLP,LENHAM PASSENGER LOOP,588993,151887
LENHUS6,LENHAM UP SIDING NO 6,588876,151093
LENHUS8,LENHAM UP SIDING NO 8,588881,151070
LENTNNJ,LENTON NORTH JN,455777,338934
LENTNSJ,LENTON SOUTH JN,455697,338463
LENZIE,LENZIE,265469,671892
LEOMNST,LEOMINSTER,350208,258858
LEOMSB,LEOMINSTER SIGNAL BOX,350208,258858
LEST325,LEICESTER SIGNAL LR325,286200,931659
LEST327,LEICESTER SIGNAL 327,286200,931659
LEST421,LEICESTER 421 SIGNAL,459506,304266
LEST426,LEICESTER 426 SIGNAL,459636,304535
LESTBRG,LEICESTER BRAUNSTONE GATE,457883,303416
LESTCSD,LEICESTER CAR SIDINGS,459473,304212
LESTER,LEICESTER,459403,304143
LESTHR,HUMBERSTONE ROAD,460064,305216
LESTHR5,HUMBERSTONE RD NO5 TOP SDG,460064,305216
LESTHRJ,HUMBERSTONE RD JN,460474,305824
LESTKJN,KNIGHTON JN,458964,301816
LESTLIP,LEICESTER L.I.P.,459690,304430
LESTPBX,LEICESTER POWER BOX,459635,304416
LESTRNJ,LEICESTER NORTH JN.,459547,304395
LESTRSJ,LEICESTER SOUTH JN.,458999,303204
LESTSGF,SAFFRON LANE G.F.,458450,302404
LETH195,LEATHERHEAD SIGNAL W1195,516336,157046
LETHRHD,LEATHERHEAD,516310,156861
LETNCMD,LEYTON C.M.D.,536822,186600
LEUCDS,LEUCHARS DOWN SIDING,344967,720811
LEUCHMD,LEUCHARS M.O.D.,345115,721077
LEUCHRS,LEUCHARS,344919,720689
LEUCS15,LEUCHARS SIGNAL LE15,345115,721077
LEWES,LEWES,541771,109848
LEWES58,LEWES SIGNAL LW58,541924,109873
LEWESDS,LEWES DOWN TAMPER SIDING,541699,109853
LEWESUS,LEWES UP SIDING,541668,109830
LEWI253,LEWISHAM SIGNAL L253,537783,176103
LEWISHM,LEWISHAM,538035,175949
LEYLAND,LEYLAND,354755,422694
LEYLBLM,LEYLAND B LEYLAND,354363,424073
LEYTNMR,LEYTON MIDLAND ROAD,538197,187512
LFGNLC,LONGFORGAN L.C.,331949,728577
LFPW,LLANFAIRPWLL,252594,371592
LGBK,LANGBANK,238490,673199
LGFD,LONGFIELD,560129,168854
LGHO,LANGHO,370506,434350
LGLNJN,LANGLOAN JN,272448,664257
LGML,LANGLEY MILL,444964,346982
LGRN,LANGLEY GREEN,399727,288394
HOOJD16,HOO JUNCTION SIGNAL NK443,569452,173665
HOOJDYD,HOO JUNCTION DOWN YARD,570119,173611
HOOJSFH,HOO JN STAFF HALT,569617,173639
HOOJUYD,HOO JUNCTION UP YARD,570058,173516
HOOK,HOOK,472577,153933
HOOTON,HOOTON,334970,378211
HOPC,HOPE (FLINTSHIRE),330678,358244
HOPD,HOPE (DERBYSHIRE),418108,383263
HOPDPOL,HOPE POOL SIDINGS,418108,383263
