TIPLOC,NAME,EASTING,NORTHING
HOPSPPS,HOPE ST PEAKSTONE P.SDGS,382644,398262
HOPTONH,HOPTON HEATH,338034,277445
HORBMAF,HORBURY STORRS HILL,428404,418198
HORBMAR,HORBURY MARCROFT ENG,428404,418232
HORBOM,HORBURY BOMBARDIER,430705,417831
HORBRSJ,HORBURY STATION JN,428827,417994
HORBRYJ,HORBURY JN,431081,418179
HORBUGL,HORBURY UP GOODS LOOP,428505,418175
HORLEY,HORLEY,528670,142593
HORS76,HORSHAM SIGNAL CPB76,517885,130963
HORSBS,HORSHAM DOWN SIDINGS NORTH,517677,130609
HORSDL,HORSHAM DOWN LOOP,517677,130609
HORSDS,HORSHAM CARRIAGE SIDINGS,517677,130609
HORSHAM,HORSHAM,517885,130963
HORSHUS,HORSHAM UP T.C.,517815,131686
HORSMS,HORSHAM DOWN SIDINGS SOUTH,517677,130609
HORSUKF,HORSHAM CHIPMAN SIDING,517930,131301
HORSUL,HORSHAM UP LOOP,517885,130963
HORSUS,HORSHAM UP SIDINGS SOUTH,517725,130711
HORWICH,HORWICH PARKWAY,364341,409188
HOSCAR,HOSCAR,346794,411563
HOTH343,HOTHFIELD SIGNAL ME343,637086,165629
HOTHFLD,HOTHFIELD,597927,146380
HOUGHGR,HOUGH GREEN,348546,386476
HOUN443,HOUNSLOW SIGNAL F443,514048,175079
HOUN448,HOUNSLOW SIGNAL F448,514048,175079
HOUNSLJ,HOUNSLOW JN,513246,174170
HOUNSLW,HOUNSLOW,513912,174962
HOVE,HOVE,528880,105586
HOVE400,HOVE SIGNAL 1400,528641,105612
HOVE673,HOVE SIG. T673,531018,105014
HOVE674,HOVE SIG. T674,531018,105014
HOVE675,HOVE SIG. T675,529465,105393
HOVEYD,HOVE YARD,529154,105494
HOWDEN,HOWDEN,475152,430432
HOWEACS,HOWE & CO SDGS,346528,551601
HOWOOD,HOWWOOD,239531,660461
HOWWOOD,HOW WOOD,514431,203363
DUBBSJ,DUBBS JN,228989,642376
DUDESTN,DUDDESTON,408820,287820
DUDLPT,DUDLEY PORT,396750,291844
DUDNGHJ,DUDDING HILL JN,522713,185786
DUFIELD,DUFFIELD,434719,343224
DUFRYNW,DUFFRYN WEST,254008,198674
DUFTOWN,DUFFTOWN,332182,841588
DUIRNSH,DUIRINISH,177858,831526
DUKEST,DUKE STREET,261603,665041
DULNGHM,DULLINGHAM,561780,258564
DUMBRCK,DUMBRECK,256033,663692
DUMFICI,DUMFRIES MAXWELLTOWN ICI,294672,574964
DUMFOIL,DUMFRIES MAXWELLTOWN - DCC,295548,576346
DUMFRES,DUMFRIES,297653,576530
DUMFRSJ,DUMFRIES SOUTH JN,298099,576091
DUMFRSY,DUMFRIES YARD,298388,576079
DUMFUS,DUMFRIES UP SIDING,298373,576099
DUMPTNP,DUMPTON PARK,638554,166330
DUNADPL,DUNBLANE D.P.L.,278105,700955
DUNADRS,DUNBLANE DRS ISU (CE),278006,701292
DUNANCE,DUNBLANE C.E.,278105,700955
DUNANE,DUNBLANE,278105,700955
DUNANSB,DUNBLANE S.B.,278051,701142
DUNBAR,DUNBAR,368051,678480
DUNBDCE,DUNBAR DOWN SDGS CE,368183,678452
DUNBUCE,DUNBAR UP SDGS CE,368183,678452
DUNCRAG,DUNCRAIG,181197,833221
DUNDCJ,DUNDEE CENTRAL JN,339738,729550
DUNDCJC,DUNDEE CENTRAL JN C.E.,339738,729550
DUNDEHS,DUNDEE H.S.,339983,729695
DUNDETB,DUNDEE,340149,729739
DUNDHSH,DUNDEE HEAD SHUNT,340149,729739
DUNDWCE,DUNDEE WEST C.E.,339874,729655
DUNDWTC,DUNDEE WEST T.C.,339874,729655
DUNGENS,DUNGENESS,607514,119308
DUNKELD,DUNKELD & BIRNAM,303110,741644
DUNKUS,DUNKELD & BIRNAM UP SDG,303212,741594
DUNROD,DUNROD,222427,673156
DURSLEY,CAM & DURSLEY,375282,202160
DUXFORD,DUXFORD,548738,245658
DVHL,DOVE HOLES,407441,378117
DVNTYNJ,DAVENTRY NORTH JN,456472,272593
DVNTYSJ,DAVENTRY SOUTH JN,457614,271776
DWBY,DEWSBURY,424309,421787
DWBYBC,DEWSBURY BLUE CIRCLE,424993,420134
DWBYEJN,DEWSBURY EAST JN,425245,419810
DWBYTIL,DEWSBURY TILCON,424996,420127
GRAINFL,GRAIN FOSTER YEOMAN - FHH,587187,174652
GRAINFY,GRAIN FOSTER YEOMAN,587194,174646
GRAINGB,GRAIN THAMESPORT (GBRF),586897,174665
GRAINTB,GRAIN THAMESPORT BULK,586897,174660
GRAINTR,GRAIN THAMESPORT FLT,586896,174656
GRANGE,GRANGE,348403,850806
GRATELY,GRATELEY,426677,141299
GRAVLYH,GRAVELLY HILL,410077,290814
GRAYS,GRAYS,561289,177830
GREATHM,GREATHAM,449869,526848
GREENRD,GREEN ROAD,318932,483878
GRENCCE,GREENOCK CENTRAL C.E.,228339,675802
GRENCD,GREENOCK CONTAINER DEPOT,227270,676871
GRENCKC,GREENOCK CENTRAL,228289,675844
GRENCKW,GREENOCK WEST,227264,676142
GRENCPA,GREENOCK C.P.A.,227358,676962
GRET525,GRETNA JN SIGNAL CE525,332838,567929
GRET526,GRETNA JN SIGNAL CE526,332382,567971
GRETGRN,GRETNA GREEN,331811,567864
GRETNAJ,GRETNA JN,333223,567576
GRGMACE,GEORGEMAS JUNCTION C.E.,315324,959207
GRGMASJ,GEORGEMAS JUNCTION,315506,959281
GRGMHLC,HALKIRK,313231,958348
GRGMYLC,HOY L.C.,315506,959281
GRGRAVE,GARGRAVE,393206,453580
GRIGG,GRAYRIGG,360055,496124
GRJT,GRAND JN,408497,287061
GRLCHCE,GARELOCHHEAD C.E.,224286,691141
GRLCHHD,GARELOCHHEAD,224264,691058
GRMS100,GRIMSBY PASTURE ST SIG1000,527451,410156
GRMS981,GRIMSBY PASTURE ST SIG 981,527401,409871
GRMSBMJ,GRIMSBY MARSH JN,524784,409997
GRMSBPR,GRIMSBY PYEWIPE ROAD S.B.,525851,410976
GRMSBPS,GRIMSBY BRICKPIT SDG,524991,411066
GRMSBWM,GRIMSBY WEST MARSH T.C.,525254,410289
GRMSBYD,GRIMSBY DOCKS,527504,410337
GRMSBYT,GRIMSBY TOWN,526825,409123
GRMSTPS,TIOXIDE SIDING,525344,411183
GRMSWMA,GRIMSBY WEST MARSH RFS ENG,525246,410281
GRNBFHH,GREENBURN (FHH),260313,613445
GRNBJN,GREENBURN JN,260739,613738
GRNBURN,GREENBURN KEIR MINING,260313,613445
GRNDG11,GRINDLEFORD SIG G11,425045,378796
GRNDLFD,GRINDLEFORD,425045,378796
GRNFLDS,GREENFAULDS,275562,673117
GRNGALC,GRANGEMOUTH BRITISH ALCAN,294457,681437
GRNGBPC,BP GRANGEMOUTH (COLAS),294915,682396
GRNGBPH,GRANGEMOUTH IN HOLDING SDG,294915,682396
LGRNAW,LANGLEY GREEN ALBRIGHT & W,399304,288323
LGRNYD,LANGLEY GREEN YD,399974,288862
LGWITH,LANGWITH - WHALEY THORNS,452880,370922
LGWOOD,LINGWOOD,636309,308415
LHVN,LITTLEHAVEN,518594,132486
LIFODEJ,LIFFORD EAST JN,405467,280031
LIFODWJ,LIFFORD WEST JN,405098,280179
LIFOMOS,MOSELEY,407947,283376
LIMHSE,LIMEHOUSE,536132,181125
LINCFHH,LINCOLN TERRACE SDGS (FHH),498142,370740
LINCLNC,LINCOLN,497628,370864
LINDLA,KIRKBY SOUTH JUNCTION,449672,354091
LINFST,LINFORD STREET JN,529152,176701
LINGFLD,LINGFIELD,539409,143796
LINKLIN,LINK LINE,526513,181409
LIPSONJ,LIPSON JUNCTION,250023,55782
LISK9,LISKEARD SIG 9,286200,931659
LISKARD,LISKEARD,224718,63719
LISKDGF,LISKEARD GRAOUND FRAME,225073,63892
LISS,LISS,477728,127759
LITLBRO,LITTLEBOROUGH,393830,416264
LITTLEM,LITTLEMORE,453422,202650
LIVST,LONDON LIVERPOOL STREET,533247,181748
LIVSTBL,LONDON LIVERPOOL ST (BALL),533247,181748
LKWD,LOCKWOOD,413269,415382
LLANDAF,LLANDAF,314816,179553
LLANMAI,MAINDY BRIDGE,314816,179553
LLBRDCH,LLANBRADACH,314699,190148
LLBSTRD,LLANBISTER ROAD,317415,271587
LLDARCY,LLANDARCY,271214,196279
LLDEGEN,GENWEN JN,254011,199009
LLDEILO,LLANDEILO,263351,222591
LLDELOJ,LLANDEILO JN,253127,198895
LLDODGF,LLANDRINDOD CROSSING,306298,262616
LLDODW,LLANDRINDOD,305904,261337
LLDVERY,LLANDOVERY,276315,234524
LLDVNLC,LLANDOVERY NORTH L.C.,276342,234557
LLDYBIE,LLANDYBIE,261993,215492
LLGADOG,LLANGADOG,269967,228560
LLGMMRW,LLANGAMMARCH,293593,247329
LLGNNCH,LLANGENNECH,256411,201218
LLGUNLO,LLANGYNLLO,320992,273046
LLISHEN,LLANISHEN,318123,182198
LLNGYFL,LLANGYFELACH,263947,199463
LLNLLI,LLANELLI,250662,199435
LLNSMLT,LLANSAMLET,269746,197546
LLNWTMR,LLANTWIT MAJOR,297073,168880
LLTRROC,LLANTRISANT ROCKWELL,303199,181853
LLTRSNT,LLANTRISANT,303199,181859
HOXTON,HOXTON,533506,183435
HOYLAKE,HOYLAKE,321734,388801
HOYLCHS,HOYLAKE C.H.S.,321734,388801
HRBRNSJ,HERBRANDSTON JN,191289,208440
HRDNDLQ,HARDENDALE QUARRY,356824,513158
HRGY,HARRINGAY,531392,188207
HRGY419,HARRINGAY SIG K85,491234,335294
HRGY421,HARRINGAY SIGNAL K421,531427,187968
HRGY81,HARRINGAY SIG K81,531418,187987
HRGYGL,HARRINGAY GREEN LANES,531904,188206
HRGYPJN,HARRINGAY PARK JN,531130,187840
HRGYSTD,HARRINGAY GREEN LANES,531904,188206
HRGYURV,HARRINGAY UP REV SDGS,531418,187987
HRGYWJN,HARRINGAY WEST JN,531381,188157
HRLC,HARLECH,258080,331426
HRLDWOD,HAROLD WOOD,554852,190623
HRLG,HARLINGTON,503480,230286
HRLGSSJ,SUNDON SOUTH JN,503480,230286
HRLGSUL,SUNDON UP LOOP,503480,230286
HRLNGRD,HARLING ROAD,597765,287962
HRLSCTX,HARLESCOTT X,350907,315837
HRLWFHH,HARLOW MILL FHH,546966,212215
HRLWMBA,HARLOW MILL BARDON AGGS,546975,212166
HRLWMDG,HARLOW MILL D.G.L.,546775,212151
HRLWMGB,HARLOW MILL REC (GBRF),546632,212117
HRLWMIL,HARLOW MILL,547148,212346
HRLWMLY,HARLOW MILL RECP.,546898,212229
HRLWMRR,HARLOW MILL EWS RUN ROUND,546632,212117
HRLWTWN,HARLOW TOWN,544657,211272
HRNBPK,HORNBEAM PARK,431116,453872
HRNEBAY,HERNE BAY,617128,167432
HRNEBLX,HERNE BAY LONDON END XOVER,617128,167432
HRNS111,WOOD GREEN SIGNAL K111,530475,190071
HRNS431,HORNSEY SIG K431,530926,189158
HRNS433,HORNSEY SIG K433,531135,188715
HRNS438,HORNSEY SIG K438,531053,188903
HRNS440,HORNSEY SIG K440,530938,189071
HRNS451,WOOD GREEN K451,530475,190071
HRNS453,WOOD GREEN K453,530475,190071
HRNSDR1,HORNSEY DN REV SDG NO 1,530926,189158
HRNSDR2,HORNSEY DN REV SDG NO 2,530926,189158
HRNSDRS,HORNSEY DN REVERSING SDGS,530926,189158
HRNSURS,HORNSEY UP REVERSING SDGS,530926,189158
HRNSY,HORNSEY,530926,189158
HRNSYCS,HORNSEY C.H.S.,531098,188914
HRNSYES,HORNSEY C.H.S.E.M.U,531101,188911
HRNSYMD,HORNSEY E.M.U.D.,530930,189120
DWLEYLP,DAWLEY LOOP,509006,179500
DYCE,DYCE,388455,812795
DYCERFM,DYCE RAITHS FARM F.D.,388472,813481
DYCLJN,DRYCLOUGH JN,409654,423610
DYFRYNA,DYFFRYN ARDUDWY,258161,323318
DYNEGF,DYNEVOR GROUND FRAME,272729,196057
DYNEVRJ,DYNEVOR JN,272729,196057
EALINGB,EALING BROADWAY,518045,180894
EARL136,EARLSWOOD SIGNAL T1136,527884,148622
EARL206,EARLSWOOD SIGNAL T206,527817,149166
EARLSWD,EARLSWOOD (SURREY),527817,149166
EASTBRK,EASTBROOK,316250,171669
EBBWJ,EBBW JN,330292,186015
EBOLDON,EAST BOLDON,437215,561470
EBOLDUL,EAST BOLDON UP LOOP,436861,561730
EBOU501,EASTBOURNE SIGNAL EB501,561016,99187
EBOUCS,EASTBOURNE C.S.,561016,99187
EBOURNE,EASTBOURNE,561016,99187
EBOUSID,EASTBOURNE SIDINGS,561244,99418
EBWVPWY,EBBW VALE PARKWAY,317443,207410
EBWVSGF,EBBW VALE STH GROUND FRAME,317443,207410
ECCLES,ECCLES,378021,398800
ECCLUGL,ECCLES UP GOODS LOOP,377908,398821
ECKNGTL,ECKINGTON LOOP,392333,240726
ECLFECH,ECCLEFECHAN,318455,575449
ECLR,ECCLES ROAD,601817,290060
ECLRDJS,ECCLES RD JOHNSTON'S SDG,601600,289720
ECLREXC,ECCLES RD EXCHANGE SIDINGS,601591,289703
ECLRFHH,ECCLES ROAD FHH,601591,289703
ECLSFLW,ECCLESFIELD WEST S.B.,436856,393954
ECPK,ECCLESTON PARK,348248,392944
ECRO065,EAST CROYDON SIGNAL T1065,532912,166243
ECROUS,EAST CROYDON UP SIDINGS,532880,166164
ECROYDN,EAST CROYDON,532871,165702
EDALE,EDALE,412261,385339
EDALERS,EDALE REFUGE SIDINGS,412261,385339
EDENVGL,EDEN VALLEY GOODS LOOP,354040,525763
EDERTON,EDDERTON,270827,885397
EDGELAJ,EDGE LANE JN,333277,395279
EDGH,EDGE HILL,337140,389943
EDGHCMD,EDGE HILL CAR. M.D.,338053,389960
EDGHDHS,EDGE HILL INTERCITY DEPOT,338053,389960
EDGHDWG,EDGE HILL DOWN WAPPING,337092,389867
EDGHGTS,EDGE HILL GULLET SDGS,337227,389871
EDGHSB,EDGE HILL S.B.,337706,390007
EDIDBRY,EAST DIDSBURY,385345,390312
GRNGDRS,GRANGEMOUTH FPA (DRS),292595,682176
GRNGEWS,GRANGEMOUTH TDG (EWS),291326,680767
GRNGFLT,GRANGEMOUTH FLT,291306,680764
GRNGFPA,GRANGEMOUTH DOCKS F.P.A.,292886,682236
GRNGH10,GRANGEMOUTH JUNC SIG GH10,290260,679943
GRNGH12,GRANGEMOUTH JUNC SIG GH12,289523,680100
GRNGLD,GRANGEMOUTH WH MALCOLM,291356,680733
GRNGMBP,GRANGEMOUTH IN (CHEMICALS),293660,682162
GRNGMOT,GRANGEMOUTH INEOS,295688,681715
GRNGMRR,GRANGEMOUTH RUN ROUND,291115,680499
GRNGMTH,GRANGEMOUTH,291115,680499
GRNGMTJ,GRANGEMOUTH JN,289346,680143
GRNGOHL,GRANGEMOUTH ORCHARDHALL,294682,681282
GRNGTDG,GRANGEMOUTH TDG MAIN TERM,291342,680739
GRNGTDS,GRANGEMOUTH TDG STORAGE SS,292752,682336
GRNHJN,GREENHURST JN,550752,124943
GRNLNNG,GREENLOANING,283786,707820
GRNLUDS,GREENLOANING REFUGE SDGS,283791,707828
GRNQNNJ,GARNQUEEN NORTH JN,272443,668535
GRNSFDJ,GREENSFIELD JN.,425187,563272
GRONGLJ,GARRIONGILL JN,281244,653277
GROSMNT,GROSMONT,482779,505307
GROSNYM,GROSMONT NORTH YORKS MOORS,482824,505343
GRPK,GRANGE PARK,531770,195524
GRRDGAM,GAMSTON,472328,376260
GRSTFHH,GARSTON (MERSEYSIDE) (FHH),341752,384345
GRSTH,GARSTON (HERTFORDSHIRE),511969,199900
GRSTM,GARSTON (MERSDE)CLOSED,340565,384847
GRSTNCR,GARSTON CHURCH ROAD,340387,384345
GRSTNFT,GARSTON F.L.T.,340211,384381
GRSTNJ,GARSTON JN,340956,384353
GRSTNSL,GARSTON AUTO COMPOUND(FLR),342263,384097
GRSTNSS,GARSTON(SPEKE) T.C.,341233,384398
GRSTNUS,GARSTON UP SIDINGS,341233,384398
GRTCSH,GARTCOSH,270061,667778
GRTCSHJ,GARTCOSH JN,270464,667655
GRTCSHR,GARTCOSH RUSSELL JG TRNST,270397,667683
GRTHMG,GARTH (MID GLAMORGAN),286320,189924
GRTLBP,GREETLAND B.P. OIL,409501,421939
GRTLNDJ,GREETLAND JN,409501,421939
GRTN,GRANGETOWN (CLEVELAND),317467,174917
GRTNJN,GRANGETOWN JUNCTION,455405,522273
GRTNSHJ,SHELL JUNCTION,455919,522830
GRTONIB,GORTON (TAYSIDE),239401,747922
GRVPCHS,GROVE PARK C.H.S.,540325,172570
GRVPCSD,GROVE PARK C.S.D.,540325,172570
GRVPDCE,GROVE PARK DPT CTRY ED EXT,539746,173449
LLWEAFL,LLANWERN CORUS AFL,339451,187139
LLWESWE,LLANWERN STEELWORKS EAST,339451,187139
LLWESWW,LLANWERN STEELWORKS WEST,334701,187537
LLWRDA,LLANWRDA,271454,230983
LLWRTYW,LLANWRTYD,288315,246401
LLWRW2,LLANWRTYD SIG W2,271454,230983
LLWYNYP,LLWYNYPIA,299511,193741
LMAR,LONG MARTON,366605,524773
LMBRDSL,LIMBURY ROAD REVERSAL,507209,223103
LMBRYNG,LIMBURY ROAD NORTH G.F.,507209,223103
LMBRYRD,LIMBURY ROAD,507410,222933
LMBRYSG,LIMBURY ROAD SOUTH G.F.,507490,222843
LMNG113,LEAMINGTON SPA SIGNAL 113,431665,265253
LMNG126,LEAMINGTON SPA SIGNAL 126,431665,265253
LMNG128,LEAMINGTON SPA SIGNAL 128,431665,265253
LMNGCHS,LEAMINGTON CARRIAGE SDGS,431634,265250
LMNGDDS,LEAMINGTON SPA DOWN DOCK,431665,265253
LMNGFDS,FIELD SIDINGS,431153,265299
LMNGFOS,FOSSE ROAD (LEAMINGTON),434302,261529
LMNGSD4,LEAMINGTON SPA PLT 4 SDG,431665,265253
LMNGSOU,SOUTHAM ROAD,438741,259842
LMNGTNS,LEAMINGTON SPA,431665,265253
LMTNPIR,LYMINGTON PIER,433286,95477
LMTNTWN,LYMINGTON TOWN,432747,95813
LNAB,LLANABER,259871,318000
LNCG,LANCING,518175,104389
LNDC,LLANDECWYN,261836,337937
LNDN490,LONDON BRIDGE SIG. L1490,533077,180017
LNDNB10,LONDON BRIDGE PLAT 10,533077,180017
LNDNB11,LONDON BRIDGE PLAT 11,533077,180017
LNDNB12,LONDON BRIDGE PLAT 12,533077,180017
LNDNB13,LONDON BRIDGE PLAT 13,533077,180017
LNDNB14,LONDON BRIDGE PLAT 14,533077,180017
LNDNB15,LONDON BRIDGE PLAT 15,533077,180017
LNDNB16,LONDON BRIDGE PLAT 16,533077,180017
LNDNB9,LONDON BRIDGE PLAT 9,533077,180017
LNDNBAL,LONDON BRIDGE (BALLAST),533066,180074
LNDNBDC,LONDON BRIDGE,533077,180017
LNDNBDE,LONDON BRIDGE,533077,180017
LNDNBDG,LONDON BRIDGE,533077,180017
LNDORE,LANDORE,265858,195262
LNDOREJ,LANDORE JUNCTION,265977,195625
LNDRBES,LANDOR ST BANK ENGINE SDGS,409237,287844
LNDRSTJ,LANDOR STREET JN,409138,287477
LNDW,LLANDANWG,257047,328635
LNDYW,LANDYWOOD,398695,306594
LNGAFHH,LONGANNET POWER STN FHH,294469,686159
LNGANPS,LONGANNET P.S.,294482,686153
LNGANSB,LONGANNET S.B.,294629,685543
LNGBAP,ALTHORPE PARK (LNG BUCKBY),468006,266278
HRNSYRS,HORNSEY R.R.L.,530926,189158
HROW,HARROW & WEALDSTONE,515483,189443
HROW305,HARROW DC SIGNAL WS305,515483,189443
HROW307,HARROW D.C. TURNBACK WS307,515483,189443
HRPNCG,CHILTERN GREEN,511790,218850
HRPNDN,HARPENDEN,513743,214165
HRPNDNJ,HARPENDEN JN,513850,213946
HRPNSAN,SANDRIDGE,515867,209155
HRSB,HURSTBOURNE VIADUCT,442994,148958
HRSLEY,HORSLEY,509247,154566
HRSM,HARRIETSHAM,586641,152922
HRST312,HURST GREEN SIGNAL 312,540135,151179
HRSTGRN,HURST GREEN,539968,151395
HRSTJN,HURST GREEN JN,540135,151179
HRTBJN,HARTBURN JN,443650,518304
HRTHENG,HARTSHILL (ENG TRAINS),433741,294874
HRTL20,"HARTLEPOOL BSC 20"" MILL",450623,528882
HRTLEPL,HARTLEPOOL,451206,532710
HRTLNK,HARTLEPOOL DK LINK FLOW,452078,534231
HRTLPDA,HARTLEPOOL DOCK AREA,451975,534141
HRTLPSW,HARTLEPOOL STH WORKS,450910,528182
HRTLREP,HARTLEPOOL STH WKS REPAIR,450906,528176
HRTLSWP,HARTLEPOOL STH WKS RAMCO,450901,528169
HRTNRDJ,HORTON ROAD JN,384226,218240
HRTPE,HARTHOPE (LOWTHER),302711,612503
HRTW,HARTWOOD,284851,659080
HRWDENJ,HARROWDEN JN,489747,271072
HRWTFHH,HARWORTH COLLIERY (FLHH),461652,391139
HRWTGBF,HARWORTH COLLIERY GBRF,461652,391139
HRWTHCL,HARWORTH RJB MINING,461646,391140
HRWTHGB,HARWORTH GLASS BULBS,461640,391141
HSFT,HORSFORTH,424423,439128
HSSY,HESSAY,452492,453969
HTCHEND,HATCH END,513055,191336
HTCP,HEATON CHAPEL,388176,392160
HTFDGBR,HOTHFIELD TARMAC GBRF,597930,146375
HTFDSD,HOTHFIELD SIDING,597932,146372
HTFLASF,HATFIELD & STAINFORTH,464746,410688
HTFLFHH,HATFIELD MAIN COLLIERY FHH,465321,411094
HTFLGBF,HATFIELD MAIN COLLIERY GBF,465321,411094
HTFLMBC,HATFIELD MAIN MINING,465323,411095
HTHFECC,HEATHFIELD E.C.C.,283713,75891
HTHFLD,HEATHFIELD PLATFORM,283970,75645
HTHFLDO,HEATHFIELD GULF OIL,282770,76560
HTHRGDD,HITHER GREEN T.M.D.,539320,173996
HTHRGRN,HITHER GREEN,539053,174384
HTHRGRS,HITHER GREEN DOWN RECP.,539204,174156
HTHRGUS,HITHER GREEN UP RECP.,539319,173999
HTHRLCS,HITHER GREEN LOCO SDGS,539317,174002
EDIN815,EDINBURGH SIGNAL E815,326391,673981
EDIN907,HAYMARKET CEN JN SIG EH907,323577,673004
EDINBUR,EDINBURGH,325686,673811
EDINPRK,EDINBURGH PARK,318402,671276
EDMNGRN,EDMONTON GREEN,534270,193460
EDNB,EDENBRIDGE,544048,147490
EDNT,EDENBRIDGE TOWN,544524,146588
EDPK,EDEN PARK,537365,167585
EDULWCH,EAST DULWICH,533437,175335
EFARLGH,EAST FARLEIGH,573423,153600
EFLDPL,EASTFIELD PASSENGER LOOP,259958,668607
EFLDTMD,EASTFIELD H.S.,259997,668566
EFNG322,EFFINGHAM JN SIGNAL GD1322,510000,155527
EFNGHMJ,EFFINGHAM JUNCTION,510103,155621
EFNGJNK,EFFINGHAM JUNCTION NECK,510012,155530
EFNGS98,EFFINGHAM JN SIGNAL WX98,510103,155621
EFNGSHD,EFFINGHAM JN. C.H.S.,510103,155621
EGATEBC,EASTGATE BLUE CIRCLE,394968,538437
EGBRFLH,EGGBOROUGH P.S. (FLHH),457210,424277
EGBRGBF,EGGBOROUGH P.S. (GBRF),457207,424274
EGBROPS,EGGBOROUGH POWER STATION,457209,424275
EGGESFD,EGGESFORD,268217,111473
EGHAM,EGHAM,501176,171065
EGLNSTJ,EGLINTON ST JN,258549,663981
EGLSCDL,EAGLESCLIFFE DOWN LOOP,442327,515632
EGLSCLF,EAGLESCLIFFE,442171,515141
EGLSMSL,EAGLESCLIFFE MARSHALLS EWS,442176,515296
EGNGTNJ,EGGINTON JN,425681,329511
EGRFRTH,EAST GARFORTH,441501,433062
EGRMECC,EAST GRIMSTEAD E.C.C.,422600,127114
EGRNSID,EAST GRINSTEAD SIDINGS,538788,138188
EGRNSTD,EAST GRINSTEAD,538788,138188
EGTON,EGTON,480422,505379
EHMDCEJ,EAST HAM DEP COUNTRY E. JN,543490,184818
EHMEMUD,EAST HAM E.M.U.D.,543435,184838
EHOLMSB,EAST HOLMES S B,497252,371028
EJSTNGB,EASTERN JN (SITTINGBOURNE),589775,164123
EKILBDE,EAST KILBRIDE ISU CE,263070,654641
EKILBRD,EAST KILBRIDE,263305,654675
ELCT,EARLS COURT L.T.,525403,178420
ELDR143,ELDERSLIE SIG PE143,245162,663386
ELDRDRS,ELDERSLIE US (DRS),243651,663141
ELDRFLT,ELDERSLIE (FLINER),245162,663386
ELDRSCE,ELDERSLIE C.E.,245162,663386
ELDRSLI,ELDERSLIE,245162,663386
ELDRUPL,ELDERSLIE U.P.L.,245173,663404
ELFORDL,ELFORD,420241,310317
GRVPDLE,GROVE PARK DPT LNDN ED EXT,539746,173449
GRVPK,GROVE PARK,540685,172102
GRVPKDS,GROVE PARK DOWN C.H.S.,540312,173025
GRVPKUS,GROVE PARK UP C.H.S.,539787,173197
GRVPKWR,GROVE PARK WASH ROAD,540325,172570
GRVPRCP,GROVE PARK DOWN RECEPTION,539746,173449
GRVPUCE,GROVE PARK UP SG CN ED EXT,539746,173449
GRVPUHS,GROVE PARK UP HEADSHUNT,539746,173449
GRVPULE,GROVE PARK UP SG LN ED EXT,539746,173449
GRVRBGJ,GROSVENOR BRIDGE JN,528664,178402
GRVS601,GRAVESEND SIGNAL NK1601,564547,174024
GRVS604,GRAVESEND SIGNAL NK1604,564547,174024
GRVSEND,GRAVESEND,564547,174024
GRWN,GAERWEN,248459,370758
GSCD,GARSCADDEN,252251,668554
GSCG926,GASCOIGNE WOOD SIG 5926,452217,431685
GSCGDBS,GASCOIGNE WOOD DOWN (DBS),452217,431685
GSCGDL,GASCOIGNE WOOD DOWN LOOP,452217,431685
GSCGFHH,GASCOIGNE WOOD DOWN (FHH),452223,431689
GSCGNWJ,GASCOIGNE WOOD JN.,451668,431714
GSHRSJN,GARTSHERRIE SOUTH JN,272208,666680
GSTANG,GARSTANG & CATTERAL,350953,443686
GTAYTON,GREAT AYTON,457425,510803
GTBNTLY,GREAT BENTLEY,611241,221469
GTCHSFD,GREAT CHESTERFORD,550475,242420
GTCHSFL,GREAT CHESTERFORD UP GDSLP,551007,241836
GTCO1JN,GREAT COATES NO1 JN.,525521,410558
GTCOATS,GREAT COATES,523921,410416
GTHLAND,GOATHLAND,483739,501257
GTHM,GRANTHAM,491420,335148
GTHM283,GRANTHAM SUB SIGNAL 1283,491867,334619
GTHMEWS,GRANTHAM FREIGHT DEPOT,491113,334993
GTHMISU,GRANTHAM ISU,491460,334973
GTHMNBJ,NOTTINGHAM BRANCH JN,490984,336153
GTHMNJN,GRANTHAM NTH JN,490996,336572
GTHS,GRANTSHOUSE,380397,665645
GTHSCE,GRANTSHOUSE C.E.,380913,665475
GTHSDPL,GRANTSHOUSE D.P.L.,380397,665645
GTHSUPL,GRANTSHOUSE U.P.L.,380397,665645
GTLY,GARTLY,352261,832380
GTMLVRN,GREAT MALVERN,378311,245714
GTMS769,GREAT MISSENDEN SIG ME769,489306,201271
GTMSNDN,GREAT MISSENDEN,489306,201271
GTRCKSJ,GREAT ROCKS JN,409663,375613
GTSHDMC,METROCENTRE,421549,562747
GTSR,GARTSHORE,271387,674728
LNGBCB,CHURCH BRAMPTON,474264,263077
LNGBKBY,LONG BUCKBY,462444,266633
LNGBWL,WATFORD LODGE (LONGBUCKBY),459786,270182
LNGCROS,LONGCROSS,497875,166071
LNGEATN,LONG EATON,448041,332182
LNGEDRY,DRAYCOTT,445161,333288
LNGETNX,LONG EATON TOWN X,449514,333455
LNGHDGJ,LONGHEDGE JN,528627,176545
LNGLNDJ,LONGLANDS JN,436983,491514
LNGMGBR,LONG MARSTON GBRF,415234,247163
LNGMSTN,LONG MARSTON,415234,247163
LNGNDRY,LONGNIDDRY,344663,676287
LNGP,LONGPORT,385554,349464
